Game,Set,Card Number,Card Name,Energy,Might,Domain,Card Type,Tags,Ability,Rarity,Artist,Image URL
Riftbound,Origins,OGN-300*/298,Relentless Storm,,,Fury,Legend,Volibear,"When you play a [Mighty] unit, you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ Might.)",Showcase,Alex Flores,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d5a629ce373a6add09bfacc4b584e509c6332334-1488x2078.png
Riftbound,Origins,OGN-300/298,Relentless Storm,,,Fury,Legend,Volibear,"When you play a [Mighty] unit, you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ Might.)",Showcase,Alex Flores,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/34aa11c88735be28266dbc61486a557454fd6b4c-1488x2078.png
Riftbound,Origins,OGN-301*/298,Loose Cannon,,,Fury,Legend,Jinx,"At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",Showcase,Sean Yang,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/30bed82f66ce9e4eae260d029d92c9d8cb1588ab-1488x2078.png
Riftbound,Origins,OGN-301/298,Loose Cannon,,,Fury,Legend,Jinx,"At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",Showcase,Sean Yang,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8a7dbbed04133926e58843f1d586f51178ef2ebd-1488x2078.png
Riftbound,Origins,OGN-302*/298,Hand of Noxus,,,Fury,Legend,Darius,"Exhaust: [Reaction], [Legion] — [Add] 1 Energy. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",Showcase,Peter Kim,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/12c95a3eb215ad0d45fd5d3fd5b7a4c29c6887fb-1488x2078.png
Riftbound,Origins,OGN-302/298,Hand of Noxus,,,Fury,Legend,Darius,"Exhaust: [Reaction], [Legion] — [Add] 1 Energy. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",Showcase,Peter Kim,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/37d43efe09ccfe5d72ce37fdc27599bd5ef736af-1488x2078.png
Riftbound,Origins,OGN-303*/298,Nine-Tailed Fox,,,Calm,Legend,Ahri,"When an enemy unit attacks a battlefield you control, give it -1 Might this turn, to a minimum of 1 Might.",Showcase,Airi Pan,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e5fe571a8f09c0a9e76345ec32b446480f54617c-1488x2078.png
Riftbound,Origins,OGN-303/298,Nine-Tailed Fox,,,Calm,Legend,Ahri,"When an enemy unit attacks a battlefield you control, give it -1 Might this turn, to a minimum of 1 Might.",Showcase,Airi Pan,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dc89c6a2415debd5bf504ed46843f5dcc1d9b815-1488x2078.png
Riftbound,Origins,OGN-304*/298,Blind Monk,,,Calm,Legend,Lee Sin,"1 Energy, Exhaust: Buff a friendly unit. (If it doesn't have a buff, it gets a +1 Might buff.)",Showcase,Loiza Chen,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b4dfd543b1cfcdefba4568fe78146e0d6e46add7-1488x2078.png
Riftbound,Origins,OGN-304/298,Blind Monk,,,Calm,Legend,Lee Sin,"1 Energy, Exhaust: Buff a friendly unit. (If it doesn't have a buff, it gets a +1 Might buff.)",Showcase,Loiza Chen,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fb6316c39ad2a00d65f4b6cc823cbdd61cadda3b-1488x2078.png
Riftbound,Origins,OGN-305*/298,Unforgiven,,,Calm,Legend,Yasuo,"2 Energy, Exhaust: Move a friendly unit to or from its base.",Showcase,Quy Ho,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6a06599a299b15175984c1e38d27a3be21258fbe-1488x2078.png
Riftbound,Origins,OGN-305/298,Unforgiven,,,Calm,Legend,Yasuo,"2 Energy, Exhaust: Move a friendly unit to or from its base.",Showcase,Quy Ho,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2c804ec513085702763a9145fac93a8adb6c4783-1488x2078.png
Riftbound,Origins,OGN-306*/298,Radiant Dawn,,,Calm,Legend,Leona,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 Might buff.)",Showcase,Su Ke,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/69e3e025650b84499aa60a635c0b1811aeea4292-1488x2078.png
Riftbound,Origins,OGN-306/298,Radiant Dawn,,,Calm,Legend,Leona,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 Might buff.)",Showcase,Su Ke,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/496d173b74d036a9e28ca1b4383551be0148f13d-1488x2078.png
Riftbound,Origins,OGN-307*/298,Swift Scout,,,Mind,Legend,Teemo,"You may pay 1 Energy to hide a card with [Hidden] instead of Rune Rainbow.1 Energy, Exhaust: Put a Teemo unit you own into your hand from your Champion Zone or the board.",Showcase,Jordan Yoon,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4fd9e82cbd96010e2556430970d433022b541a51-1488x2078.png
Riftbound,Origins,OGN-307/298,Swift Scout,,,Mind,Legend,Teemo,"You may pay 1 Energy to hide a card with [Hidden] instead of Rune Rainbow.1 Energy, Exhaust: Put a Teemo unit you own into your hand from your Champion Zone or the board.",Showcase,Jordan Yoon,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e2fbf10efaddbabe9241bd2c7b4d059accd1d5a7-1488x2078.png
Riftbound,Origins,OGN-308*/298,Herald of the Arcane,,,Mind,Legend,Viktor,"1 Energy, Exhaust: Play a 1 Might Recruit unit token.",Showcase,Rudy Siswanto,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/96a271946a650c142e0409b7a2da24ba7d11fb28-1488x2078.png
Riftbound,Origins,OGN-308/298,Herald of the Arcane,,,Mind,Legend,Viktor,"1 Energy, Exhaust: Play a 1 Might Recruit unit token.",Showcase,Rudy Siswanto,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a39902058db800a4318f3333dddb8a62a8751d7c-1488x2078.png
Riftbound,Origins,OGN-309*/298,Bounty Hunter,,,Body,Legend,Miss Fortune,Exhaust: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),Showcase,Mindy Kang,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/37153cce7f58b2fceb28ea9ff91deb0411f849e2-1488x2078.png
Riftbound,Origins,OGN-309/298,Bounty Hunter,,,Body,Legend,Miss Fortune,Exhaust: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),Showcase,Mindy Kang,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f4b7f334f442d30ccea4743c641760c5533804b4-1488x2078.png
Riftbound,Origins,OGN-310*/298,The Boss,,,Body,Legend,Sett,"When a buffed unit you control would die, you may pay Rune Rainbow and exhaust me to spend its buff and recall it exhausted instead. (Send it to base. This isn't a move.)When you conquer, ready me.",Showcase,Gem Lim,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/94e0699e0eb784dec7e6a4cd11b55f48d89bc1c4-1488x2078.png
Riftbound,Origins,OGN-310/298,The Boss,,,Body,Legend,Sett,"When a buffed unit you control would die, you may pay Rune Rainbow and exhaust me to spend its buff and recall it exhausted instead. (Send it to base. This isn't a move.)When you conquer, ready me.",Showcase,Gem Lim,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/af042a5ee9ca9cca47b6f9736b33aaa599353516-1488x2078.png
Riftbound,Proving Grounds,OGS-001/024,"Annie, Fiery",5,4,Fury,Champion Unit,"Annie, Noxus",Your spells and abilities deal 1 Bonus Damage. (Each instance of damage the spell deals is increased by 1.),Epic,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/532d75dc36a16eb5954253a77366fcceac7aec62-744x1039.png
Riftbound,Proving Grounds,OGS-002/024,Firestorm,6,,Fury,Spell,,Deal 3 to all enemy units at a battlefield.,Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a7a34129e64f0296bf2da166c2b06ed156d568db-744x1039.png
Riftbound,Proving Grounds,OGS-003/024,Incinerate,2,,Fury,Spell,,[Action]_ (Play on your turn or in showdowns.)_Deal 2 to a unit at a battlefield.,Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/46e4eaada1412f9b6c24751bdb3932c6a51e905f-744x1039.png
Riftbound,Proving Grounds,OGS-004/024,"Yi, Meditative",5,4,Calm,Champion Unit,"Master Yi, Ionia","While you have 8+ runes, I have +4 Might.",Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5508566c8f05f09492148faa803332a731095eb7-744x1039.png
Riftbound,Proving Grounds,OGS-005/024,Zephyr Sage,6,6,Calm,Unit,"Ionia, Bird",[Shield] (+1 Might while I'm a defender.),Uncommon,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7664b03bb107954195153d9f2f86c5d63682fa4b-744x1039.png
Riftbound,Proving Grounds,OGS-006/024,"Lux, Illuminated",6,5,Mind,Champion Unit,"Lux, Demacia","When you play a spell that costs 5 Energy or more, give me +3 Might this turn.",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a0d10edf30abb6fde21f5d386e9a7db3c1b0a098-744x1039.png
Riftbound,Proving Grounds,OGS-007/024,"Garen, Rugged",6,5,Body,Champion Unit,"Elite, Garen, Demacia","[Assault 2], [Shield 2] (+2 Might while I'm an attacker or defender.)",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/67c22dc29a7a28dabe0f169a7848c25bef1fbda4-744x1039.png
Riftbound,Proving Grounds,OGS-008/024,Gentlemen's Duel,6,,Body,Spell,,[Action] (Play on your turn or in showdowns.)Give a friendly unit +3 Might this turn. Then choose an enemy unit. They deal damage equal to their Mights to each other.,Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4568ab827fdcd42d6bb86b1c2de6182e286c9ee9-744x1039.png
Riftbound,Proving Grounds,OGS-009/024,"Yi, Honed",7,6,Body,Champion Unit,"Master Yi, Ionia",[Ganking] (I can move from battlefield to battlefield.)I enter ready.,Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0e16976cd6d7ee5a874be9351b428671990fbd25-744x1039.png
Riftbound,Proving Grounds,OGS-010/024,"Annie, Stubborn",4,3,Chaos,Champion Unit,"Annie, Noxus","When you play me, return a spell from your trash to your hand.",Rare,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/44eb968cf0c54e75970588b69eef5c5f5ccc9b24-744x1039.png
Riftbound,Proving Grounds,OGS-011/024,Flash,2,,Chaos,Spell,,"[Reaction] (Play any time, even before spells and abilities resolve.)Move up to 2 friendly units to base.",Common,Sugar Free,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4d9cc1c13b75933e509e642213f13359350cd3f9-744x1039.png
Riftbound,Proving Grounds,OGS-012/024,Blast of Power,6,,Order,Spell,,[Action] (Play on your turn or in showdowns.)Kill a unit at a battlefield.,Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/026f851a703601fce4142c0791e913377c170b47-744x1039.png
Riftbound,Proving Grounds,OGS-013/024,"Garen, Commander",6,5,Order,Champion Unit,"Elite, Garen, Demacia",Other friendly units have +1 Might here.,Epic,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cbf2c12d69a86566e4cda07050b2d4495e40187e-744x1039.png
Riftbound,Proving Grounds,OGS-014/024,"Lux, Crownguard",4,2,Order,Champion Unit,"Lux, Demacia",Exhaust: [Reaction] — [Add] 2 Energy. Use only to play spells. (Abilities that add resources can't be reacted to.),Epic,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/17d0793ad495727e67bb1c94ae0e11cd4705870f-744x1039.png
Riftbound,Proving Grounds,OGS-015/024,Recruit the Vanguard,6,,Order,Spell,,[Action] (Play on your turn or in showdowns.)Play four 1 Might Recruit unit tokens. (They can be played to your base or to battlefields you control.),Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/81d1c47459606f7b627778cce9b5f0e44d80f7fa-744x1039.png
Riftbound,Proving Grounds,OGS-016/024,Vanguard Attendant,6,5,Order,Unit,"Elite, Demacia",I enter ready.,Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4ce467c1d51a65ab4fbae918dca38ae90b510844-744x1039.png
Riftbound,Proving Grounds,OGS-017/024,Dark Child - Starter,,,Fury,Champion Legend,Annie,"At the end of your turn, ready 2 runes.",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/89963e1d1cffd69c620fb5d6b037f50d5c334463-744x1039.png
Riftbound,Proving Grounds,OGS-018/024,Tibbers,8,7,Fury,Signature Unit,Annie,"When you play me, deal 3 to all units at battlefields.",Epic,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/74f8bc78573b33d9979b0e9c121b858d770a490c-744x1039.png
Riftbound,Proving Grounds,OGS-019/024,Wuju Bladesman - Starter,,,Calm,Champion Legend,Master Yi,"While a friendly unit defends alone, it gets +2 Might.",Rare,Grafit Studio/Quy Ho,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8231ced23eaf22ca3bf62ec8cb86b83a3e222da6-744x1039.png
Riftbound,Proving Grounds,OGS-020/024,Highlander,4,,Calm,Signature Spell,Master Yi,"[Reaction] (Play any time, even before spells and abilities resolve.)Choose a friendly unit. The next time it dies this turn, recall it exhausted instead. (Send it to base. This isn't a move.)",Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/18c0818cbbfdf26a1237b4f7703b1f035f47b014-744x1039.png
Riftbound,Proving Grounds,OGS-021/024,Lady of Luminosity - Starter,,,Mind,Champion Legend,Lux,"When you play a spell that costs 5 Energy or more, draw 1.",Rare,Grafit Studio/Maki Planas Mata,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/44885d811b70621b188d9813b2b10b5cff1b81e6-744x1039.png
Riftbound,Proving Grounds,OGS-022/024,Final Spark,8,,Mind,Signature Spell,Lux,[Action] (Play on your turn or in showdowns.)Deal 8 to a unit.,Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4558a2dc1bb1f1b8a73ec0d82244654e84b12687-744x1039.png
Riftbound,Proving Grounds,OGS-023/024,Might of Demacia - Starter,,,Body,Champion Legend,Garen,"When you conquer, if you have 4+ units at that battlefield, draw 2.",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e7185deb46f17770802d06aeddfe3b929afff880-744x1039.png
Riftbound,Proving Grounds,OGS-024/024,Decisive Strike,5,,Body,Signature Spell,Garen,[Action] (Play on your turn or in showdowns.)Give friendly units +2 Might this turn.,Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/986782271be078c184a8d1c196e375106459c6c5-744x1039.png
